city,city_ascii,country,iso2,state,county,display_ascii,nomin_id,osm_id,bb_min_lat,bb_max_lat,bb_min_lon,bb_max_lon,lon,lat,display_name,osm_type,place_class,place_type,importance,zoom,bb_center_lat,bb_center_lon
Selwyn,Selwyn,Canada,CA,Ontario,,"Selwyn, Ontario, Canada",259000373,7473410,44.290435,44.5588699,-78.4942633,-78.1581786,-78.36854717286874,44.42370665,"Selwyn, Peterborough County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.6208124068742756,13.374707260206595,44.424652449999996,-78.32622094999999
Saint-Jérôme,Saint-Jerome,Canada,CA,Quebec,,"Saint-Jerome, Quebec, Canada",259032388,7698652,45.7433754,45.850396,-74.143879,-73.9476576,-74.013176,45.775426,"Saint-Jérôme, La Rivière-du-Nord, Laurentides, Québec, Canada",relation,boundary,administrative,0.6663434876682186,13.859700802839386,45.796885700000004,-74.04576829999999
East Zorra-Tavistock,East Zorra-Tavistock,Canada,CA,Ontario,,"East Zorra-Tavistock, Ontario, Canada",258792752,3550289,43.1102371,43.3532964,-80.90092,-80.6879458,-80.78233443931757,43.231820049999996,"East Zorra-Tavistock, Oxford County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7611073642248937,13.644130889281136,43.23176675,-80.7944329
Brant,Brant,Canada,CA,Ontario,,"Brant, Ontario, Canada",307233055,12401007,44.0966631,44.2883719,-81.2664975,-81.0233544,-81.14308601518702,44.1855305,"Brant, Brockton, Bruce County, Southwestern Ontario, Ontario, Canada",relation,boundary,traditional,0.45500000000000007,13.680234963451538,44.1925175,-81.14492595
Orillia,Orillia,Canada,CA,Ontario,,"Orillia, Ontario, Canada",235953,61097209,44.4492059,44.7692059,-79.5775587,-79.2575587,-79.4175587,44.6092059,"Orillia, Central Ontario, Ontario, L3V 5A9, Canada",node,place,city,0.7753685996595691,13.289341935483886,44.609205900000006,-79.4175587
Humboldt,Humboldt,Canada,CA,Saskatchewan,,"Humboldt, Saskatchewan, Canada",258975760,7315291,52.1802184,52.2165443,-105.1585414,-105.0872613,-105.1231093,52.2020709,"Humboldt, Saskatchewan, S0K 2A0, Canada",relation,boundary,administrative,0.7884816681031073,13.988699705564082,52.198381350000005,-105.12290135
Bécancour,Becancour,Canada,CA,Quebec,,"Becancour, Quebec, Canada",259486024,8042836,46.1944991,46.4523175,-72.6110741,-72.158616,-72.433205,46.339343,"Bécancour, Bécancour (MRC), Centre-du-Québec, Québec, Canada",relation,boundary,administrative,0.547540837084501,13.189480250443799,46.3234083,-72.38484505
Kent,Kent,Canada,CA,British Columbia,,"Kent, British Columbia, Canada",60263155,5319570281,49.0779739,49.3979739,-121.922072,-121.602072,-121.762072,49.2379739,"Kent, Fraser Valley Regional District, British Columbia, V0M 1A2, Canada",node,place,municipality,0.82,13.289341935483902,49.2379739,-121.762072
Bracebridge,Bracebridge,Canada,CA,Ontario,,"Bracebridge, Ontario, Canada",258991649,7473982,44.9155529,45.1796979,-79.4437475,-78.9358653,-79.310989,45.041508,"Bracebridge, District Municipality of Muskoka, Muskoka District, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.693455742331178,13.066842845183007,45.0476254,-79.18980640000001
Prince Rupert,Prince Rupert,Canada,CA,British Columbia,,"Prince Rupert, British Columbia, Canada",258307828,2222314,54.2016096,54.3388901,-130.3657113,-130.2459273,-130.32549,54.3126572,"Prince Rupert, North Coast Regional District, British Columbia, Canada",relation,boundary,administrative,0.9765528044687286,13.891622047772042,54.27024985,-130.3058193
Lambton Shores,Lambton Shores,Canada,CA,Ontario,,"Lambton Shores, Ontario, Canada",259266796,7505826,43.0657366,43.319627,-82.0872877,-81.7431541,-81.90202425000001,43.19264175,"Lambton Shores, Lambton County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7699999999999999,13.394639243384036,43.1926818,-81.91522090000001
Shawinigan,Shawinigan,Canada,CA,Quebec,,"Shawinigan, Quebec, Canada",765450,274107537,46.3789609,46.6989609,-72.9067621,-72.5867621,-72.7467621,46.5389609,"Shawinigan, Mauricie, Québec, G9N 1G6, Canada",node,place,city,0.6811756348100584,13.289341935483886,46.538960900000006,-72.7467621
Taché,Tache,Canada,CA,Manitoba,,"Tache, Manitoba, Canada",259483610,11940269,49.619511,49.7972941,-96.9813733,-96.3655213,-96.67350962110007,49.72912455,"Taché, Manitoba, Canada",relation,boundary,administrative,0.67,13.239676890555032,49.70840255,-96.67344729999999
Kitchener,Kitchener,Canada,CA,Ontario,,"Kitchener, Ontario, Canada",258598037,2062153,43.3538756,43.5068282,-80.5734577,-80.3784145,-80.4927815,43.451291,"Kitchener, Region of Waterloo, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.8458969333321535,13.797811936352856,43.430351900000005,-80.47593610000001
Baie-Saint-Paul,Baie-Saint-Paul,Canada,CA,Quebec,,"Baie-Saint-Paul, Quebec, Canada",259030427,7717122,47.2582291,47.5310312,-70.8797141,-70.4261427,-70.505447,47.444343,"Baie-Saint-Paul, Charlevoix, Capitale-Nationale, Québec, Canada",relation,boundary,administrative,0.8348725815835338,13.139849333675336,47.39463015,-70.65292840000001
Terrebonne,Terrebonne,Canada,CA,Quebec,,"Terrebonne, Quebec, Canada",259032800,7704070,45.6687165,45.8271638,-73.8447776,-73.4870796,-73.6515157,45.7081005,"Terrebonne, Les Moulins, Lanaudière, Québec, Canada",relation,boundary,administrative,0.6723132844147437,13.609720829289557,45.747940150000005,-73.6659286
Boucherville,Boucherville,Canada,CA,Quebec,,"Boucherville, Quebec, Canada",258941081,6948557,45.5286742,45.6566887,-73.5018012,-73.3595983,-73.4526144,45.6050197,"Boucherville, Longueuil (agglomeration), Montérégie, Québec, Canada",relation,boundary,administrative,0.6478021975942903,13.879289824474863,45.59268145,-73.43069975
Crowsnest Pass,Crowsnest Pass,Canada,CA,Alberta,,"Crowsnest Pass, Alberta, Canada",67431345,6050138404,49.5890592,49.6690592,-114.5128589,-114.4328589,-114.4728589,49.6290592,"Crowsnest Pass, Municipality of Crowsnest Pass, Crowsnest Pass (municipality), Alberta, T0K 0M0, Canada",node,place,town,0.72,13.961998826979475,49.6290592,-114.4728589
Chatsworth,Chatsworth,Canada,CA,Ontario,,"Chatsworth, Ontario, Canada",259223315,7478453,44.2883719,44.4962369,-81.1059616,-80.6617845,-80.8978758,44.4560807,"Chatsworth, Grey County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6086886794586239,13.359908738136586,44.3923044,-80.88387305
Burnaby,Burnaby,Canada,CA,British Columbia,,"Burnaby, British Columbia, Canada",258602973,2221119,49.1801919,49.2996734,-123.0240678,-122.8926025,-122.9725459,49.2433804,"Burnaby, District of North Vancouver, Metro Vancouver, British Columbia, Canada",relation,boundary,administrative,0.928457217027449,13.896781439430786,49.23993265,-122.95833515
Hamilton,Hamilton,Canada,CA,Ontario,,"Hamilton, Ontario, Canada",259554830,7034910,43.0505073,43.4706805,-80.2485579,-79.6222152,-79.8728583,43.2560802,"Hamilton, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.9174212403430202,12.162834915082291,43.2605939,-79.93538655
Lloydminster,Lloydminster,Canada,CA,Alberta,,"Lloydminster, Alberta, Canada",258852052,4169265,53.2487358,53.3145059,-110.0908401,-110.0054914,-110.00885,53.279995,"City of Lloydminster, Lloydminster (city), Alberta, Canada",relation,boundary,administrative,0.8302819676166213,13.967510461698163,53.281620849999996,-110.04816575
Lévis,Levis,Canada,CA,Quebec,,"Levis, Quebec, Canada",259082926,8164410,46.5721827,46.8422475,-71.5189217,-70.9937811,-71.1753274,46.7910096,"Lévis, Chaudière-Appalaches, Québec, Canada",relation,boundary,administrative,0.6035542786123848,13.013118248012914,46.7072151,-71.2563514
Varennes,Varennes,Canada,CA,Quebec,,"Varennes, Quebec, Canada",259563410,7903246,45.6091646,45.7485711,-73.4836427,-73.3225567,-73.4362737,45.6834691,"Varennes, Marguerite-D'Youville, Montérégie, Québec, Canada",relation,boundary,administrative,0.6548890131519294,13.849493910684155,45.67886785,-73.40309970000001
Hanover,Hanover,Canada,CA,Manitoba,,"Hanover, Manitoba, Canada",259467856,11940271,49.2670874,49.6208267,-97.0490229,-96.6422299,-96.7814848768908,49.421589499999996,"Hanover, Manitoba, Canada",relation,boundary,administrative,0.78,12.99856727840353,49.44395705,-96.8456264
Merritt,Merritt,Canada,CA,British Columbia,,"Merritt, British Columbia, Canada",258864952,6393390,50.0787735,50.1347955,-120.8236917,-120.7355241,-120.788422,50.111704,"Merritt, Thompson-Nicola Regional District, British Columbia, Canada",relation,boundary,administrative,0.8426450454052246,13.972233544810704,50.1067845,-120.7796079
Bluewater,Bluewater,Canada,CA,Ontario,,"Bluewater, Ontario, Canada",259017389,7486356,43.3352227,43.6055328,-81.7456944,-81.4843193,-81.61287623114876,43.4679793,"Bluewater, Huron County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6045321115064418,13.511792866791897,43.47037775,-81.61500685
Saint-Honoré,Saint-Honore,Canada,CA,Quebec,,"Saint-Honore, Quebec, Canada",259242941,8377413,48.466855,48.6029078,-71.2622407,-70.9656512,-71.0856828,48.5333057,"Saint-Honoré, Le Fjord-du-Saguenay, Saguenay–Lac-Saint-Jean, Québec, G0V 1L0, Canada",relation,boundary,administrative,0.6248487957523323,13.724103684024731,48.5348814,-71.11394595
Ponoka,Ponoka,Canada,CA,Alberta,,"Ponoka, Alberta, Canada",259522584,11890385,52.6522133,52.6929292,-113.6486599,-113.5555611,-113.59943340822214,52.67177865,"Ponoka, Alberta, Canada",relation,boundary,administrative,0.78,13.980282472085207,52.672571250000004,-113.60211050000001
Centre Wellington,Centre Wellington,Canada,CA,Ontario,,"Centre Wellington, Ontario, Canada",259190912,7486151,43.5830551,43.8577354,-80.5575109,-80.2228937,-80.37477355636713,43.71809265,"Centre Wellington, Wellington County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6852698587495281,13.362824425559973,43.72039525,-80.3902023
Williams Lake,Williams Lake,Canada,CA,British Columbia,,"Williams Lake, British Columbia, Canada",258721527,2222268,52.0995689,52.1967914,-122.1999111,-122.0243931,-122.1397259,52.1292657,"Williams Lake, Cariboo Regional District, British Columbia, Canada",relation,boundary,administrative,0.9378021975942903,13.887275763953237,52.14818015,-122.1121521
Stouffville,Stouffville,Canada,CA,Ontario,,"Stouffville, Ontario, Canada",1278634,319070393,43.9658746,43.9758746,-79.2550689,-79.2450689,-79.2500689,43.9708746,"Stouffville, Main Street Stouffville, Downtown Stouffville, Stouffville, Whitchurch-Stouffville, York Region, Golden Horseshoe, Ontario, L4A 4J3, Canada",node,railway,station,0.6680411950818732,14.913440454976419,43.9708746,-79.2500689
Victoria,Victoria,Canada,CA,British Columbia,,"Victoria, British Columbia, Canada",307987293,2221062,48.4028109,48.4504983,-123.398075,-123.3224485,-123.3649533,48.4283182,"Victoria, Capital Regional District, British Columbia, Canada",relation,boundary,administrative,1.0033782466298145,13.9815729242161,48.4266546,-123.36026175
Stoneham-et-Tewkesbury,Stoneham-et-Tewkesbury,Canada,CA,Quebec,,"Stoneham-et-Tewkesbury, Quebec, Canada",259242915,7716425,46.9326043,47.3088495,-71.6450694,-71.1729405,-71.39620298735576,47.11916705,"Stoneham-et-Tewkesbury, La Jacques-Cartier, Capitale-Nationale, Québec, Canada",relation,boundary,administrative,0.8093806943921584,12.762173495710442,47.1207269,-71.40900495
Elliot Lake,Elliot Lake,Canada,CA,Ontario,,"Elliot Lake, Ontario, Canada",259462229,7589586,46.271956,46.5359258,-82.8278965,-82.4362206,-82.652893,46.373464,"Elliot Lake, Algoma District, Northeastern Ontario, Ontario, Canada",relation,boundary,administrative,0.822961244771593,13.282400894208523,46.4039409,-82.63205855
Terrace,Terrace,Canada,CA,British Columbia,,"Terrace, British Columbia, Canada",258347517,2222315,54.4254097,54.5427271,-128.6624901,-128.5129908,-128.5995482,54.5172715,"Terrace, Regional District of Kitimat-Stikine, British Columbia, Canada",relation,boundary,administrative,0.8499114969653543,13.88395052368855,54.4840684,-128.58774045
Selkirk,Selkirk,Canada,CA,Manitoba,,"Selkirk, Manitoba, Canada",259519361,11938512,50.1248512,50.1776122,-96.966824,-96.8502251,-96.880188,50.146986,"Selkirk, Manitoba, Canada",relation,boundary,administrative,0.76456939757287,13.96373740286719,50.1512317,-96.90852455000001
Sechelt,Sechelt,Canada,CA,British Columbia,,"Sechelt, British Columbia, Canada",258307731,2221362,49.4318605,49.5502679,-123.8495559,-123.6753133,-123.7631244,49.4721147,"Sechelt, Sunshine Coast Regional District, British Columbia, Canada",relation,boundary,administrative,0.783961619858331,13.862280152815051,49.4910642,-123.7624346
Corman Park No. 344,Corman Park No. 344,Canada,CA,Saskatchewan,,"Corman Park No. 344, Saskatchewan, Canada",259055331,6426257,51.9691356,52.434884,-107.2757121,-106.3415461,-106.7902157,52.2606197,"Corman Park No. 344, Saskatchewan, Canada",relation,boundary,administrative,1.07,10.958261250661813,52.2020098,-106.8086291
Pontiac,Pontiac,Canada,CA,Quebec,,"Pontiac, Quebec, Canada",259148923,7041343,45.4019843,45.6826425,-76.3235233,-75.8952312,-76.10919917924082,45.54244155,"Pontiac, Les Collines-de-l'Outaouais, Outaouais, Québec, Canada",relation,boundary,administrative,0.652173490264596,13.164594282582536,45.5423134,-76.10937725
Pointe-Claire,Pointe-Claire,Canada,CA,Quebec,,"Pointe-Claire, Quebec, Canada",258198446,197576,45.3984821,45.4831876,-73.8462188,-73.765143,-73.8067442,45.4566767,"Pointe-Claire, Agglomération de Montréal, Montréal (06), Québec, Canada",relation,boundary,administrative,0.73561814389347,13.958722664363615,45.44083485,-73.8056809
Rivière-du-Loup,Riviere-du-Loup,Canada,CA,Quebec,,"Riviere-du-Loup, Quebec, Canada",259090144,8189523,47.7555118,47.8907909,-69.5859865,-69.4316939,-69.5368025,47.8358164,"Rivière-du-Loup, Rivière-du-Loup (MRC), Bas-Saint-Laurent, Québec, Canada",relation,boundary,administrative,0.7621528877090622,13.860591848274208,47.82315135,-69.50884020000001
Grand Falls,Grand Falls,Canada,CA,New Brunswick,,"Grand Falls, New Brunswick, Canada",258487092,1097017,47.0229944,47.0672248,-67.7902042,-67.7123747,-67.7393601,47.0463119,"Grand Falls, Victoria County, New Brunswick / Nouveau-Brunswick, Canada",relation,boundary,administrative,0.9169333338633424,13.982722055089322,47.0451096,-67.75128945
Riverview,Riverview,Canada,CA,New Brunswick,,"Riverview, New Brunswick, Canada",258085062,1109569,46.0239068,46.0918704,-64.8907442,-64.730086,-64.8033246,46.0612076,"Riverview, Albert County, New Brunswick / Nouveau-Brunswick, Canada",relation,boundary,administrative,0.8699999999999999,13.93033553830849,46.0578886,-64.8104151
Sainte-Adèle,Sainte-Adele,Canada,CA,Quebec,,"Sainte-Adele, Quebec, Canada",259033434,7697465,45.9108304,46.0330173,-74.2465906,-73.9784607,-74.136086,45.953298,"Sainte-Adèle, Les Pays-d'en-Haut, Laurentides, Québec, Canada",relation,boundary,administrative,0.6180109957399615,13.777284713154524,45.971923849999996,-74.11252565000001
Candiac,Candiac,Canada,CA,Quebec,,"Candiac, Quebec, Canada",259044942,7785147,45.3373196,45.4172611,-73.5400443,-73.4785435,-73.5163824,45.3867947,"Candiac, Roussillon, Montérégie, Québec, Canada",relation,boundary,administrative,0.6404683941766423,13.972393714814723,45.377290349999996,-73.5092939
Sainte-Thérèse,Sainte-Therese,Canada,CA,Quebec,,"Sainte-Therese, Quebec, Canada",259241993,7703993,45.6277773,45.6632498,-73.8804755,-73.8122417,-73.8362379,45.6342923,"Sainte-Thérèse, Thérèse-De Blainville, Laurentides, Québec, Canada",relation,boundary,administrative,0.6172669335918743,13.98988309341491,45.645513550000004,-73.8463586
St. Clements,St. Clements,Canada,CA,Manitoba,,"St. Clements, Manitoba, Canada",259482885,11938509,49.9946659,50.5477243,-97.0322928,-96.3525403,-96.73758689156134,50.26811185,"St. Clements, Manitoba, Canada",relation,boundary,administrative,0.8699999999999999,11.372670375591706,50.2711951,-96.69241654999999
Thames Centre,Thames Centre,Canada,CA,Ontario,,"Thames Centre, Ontario, Canada",259191558,7496385,42.8852327,43.2314438,-81.2424127,-80.8986879,-81.10973015551006,43.057486499999996,"Thames Centre, Middlesex County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6800583840406884,13.173018951082453,43.058338250000006,-81.07055030000001
Louiseville,Louiseville,Canada,CA,Quebec,,"Louiseville, Quebec, Canada",259033104,7711434,46.1807899,46.2957068,-73.032347,-72.7910019,-72.947502,46.255609,"Louiseville, Maskinongé (MRC), Mauricie, Québec, Canada",relation,boundary,administrative,0.6470224098764856,13.812510427158694,46.23824835,-72.91167444999999
Saint-Félicien,Saint-Felicien,Canada,CA,Quebec,,"Saint-Felicien, Quebec, Canada",259082066,8160416,48.5760194,48.8528832,-72.6172858,-72.2716646,-72.448654,48.654232,"Saint-Félicien, Le Domaine-du-Roy, Saguenay–Lac-Saint-Jean, Québec, Canada",relation,boundary,administrative,0.6109670814249654,13.336357857922684,48.7144513,-72.4444752
Cochrane,Cochrane,Canada,CA,Ontario,,"Cochrane, Ontario, Canada",259201432,7588127,48.9714256,49.3193632,-81.2668305,-80.8761982,-81.017303,49.066668,"Cochrane, Cochrane District, Northeastern Ontario, Ontario, P0L 1C0, Canada",relation,boundary,administrative,0.7022753906769794,13.054502945921799,49.1453944,-81.07151435
Yarmouth,Yarmouth,Canada,CA,Nova Scotia,,"Yarmouth, Nova Scotia, Canada",3302716,410366177,43.7972648,43.8772648,-66.1557,-66.0757,-66.1157,43.8372648,"Yarmouth, Town of Yarmouth, Nova Scotia, B5A 3H6, Canada",node,place,town,0.8637794626535609,13.961998826979475,43.8372648,-66.1157
Lethbridge,Lethbridge,Canada,CA,Alberta,,"Lethbridge, Alberta, Canada",258714682,4163076,49.6188534,49.7565104,-112.9496675,-112.7566288,-112.851562,49.694285,"Lethbridge, Alberta, Canada",relation,boundary,administrative,0.8442332421448583,13.820648891651945,49.6876819,-112.85314815000001
Aylmer,Aylmer,Canada,CA,Ontario,,"Aylmer, Ontario, Canada",258689129,2911991,42.7579959,42.7917368,-81.0028461,-80.9674962,-80.983658,42.773227,"Aylmer, Elgin County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6574656328485748,13.99848529621071,42.774866349999996,-80.98517115
Marystown,Marystown,Canada,CA,Newfoundland and Labrador,,"Marystown, Newfoundland and Labrador, Canada",296698236,2836240,47.1118074,47.2201396,-55.243301,-55.0822135,-55.1579778,47.1658498,"Marystown, unincorporated Newfoundland, Newfoundland, Newfoundland and Labrador, A0E 2M0, Canada",relation,boundary,administrative,0.98,13.884566466567499,47.1659735,-55.16275725
Summerside,Summerside,Canada,CA,Prince Edward Island,,"Summerside, Prince Edward Island, Canada",299398318,12139898,46.3677473,46.4622665,-63.8469166,-63.7227492,-63.789368,46.394306,"Summerside, City of Summerside, Prince County, Prince Edward Island, Canada",relation,boundary,administrative,0.970525535099882,13.924608890170749,46.415006899999995,-63.7848329
La Broquerie,La Broquerie,Canada,CA,Manitoba,,"La Broquerie, Manitoba, Canada",259449095,11940275,49.2671128,49.5322978,-96.6462053,-96.3747537,-96.5104255,49.5212713,"La Broquerie, Manitoba, Canada",relation,boundary,administrative,0.7572691716340538,13.502455806676691,49.3997053,-96.5104795
St. Clair,St. Clair,Canada,CA,Ontario,,"St. Clair, Ontario, Canada",247403,55493312,43.6829512,43.6929512,-79.3986947,-79.3886947,-79.3936947,43.6879512,"St. Clair, 15, St. Clair Avenue East, Deer Park, Toronto—St. Paul's, Old Toronto, Toronto, Golden Horseshoe, Ontario, M4T 1Y9, Canada",node,railway,station,0.7985485023418971,14.913440454976344,43.6879512,-79.3936947
Charlemagne,Charlemagne,Canada,CA,Quebec,,"Charlemagne, Quebec, Canada",259027565,7706381,45.7125302,45.738065,-73.5023133,-73.480937,-73.4896922220162,45.725519649999995,"Charlemagne, L'Assomption (MRC), Lanaudière, Québec, Canada",relation,boundary,administrative,0.6317571037127288,14.448843946398345,45.725297600000005,-73.49162515
Sudbury,Sudbury,Canada,CA,Ontario,,"Sudbury, Ontario, Canada",52608310,4467202841,46.482489,46.492489,-80.9971545,-80.9871545,-80.9921545,46.487489,"Sudbury, 233, Elgin Street, Greater Sudbury, Sudbury District, Northeastern Ontario, Ontario, P3E 1E3, Canada",node,railway,station,0.6318656186130232,14.913440454976419,46.487489,-80.9921545
Oro-Medonte,Oro-Medonte,Canada,CA,Ontario,,"Oro-Medonte, Ontario, Canada",259171539,6614740,44.3840958,44.7051963,-79.7991972,-79.2714983,-79.54891085886374,44.5445701,"Oro-Medonte, Simcoe County, Central Ontario, Ontario, Canada",relation,boundary,administrative,0.7424057754348257,12.819572511804932,44.54464605,-79.53534775
South Glengarry,South Glengarry,Canada,CA,Ontario,,"South Glengarry, Ontario, Canada",259558251,7433784,45.0188198,45.3561743,-74.787274,-74.3201062,-74.55400590796428,45.1869835,"South Glengarry, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7368930617533198,12.902556097843615,45.187497050000005,-74.5536901
Chibougamau,Chibougamau,Canada,CA,Quebec,,"Chibougamau, Quebec, Canada",259309560,8118158,49.7341436,50.026217,-74.4683569,-74.016594,-74.3713954,49.9137407,"Chibougamau, Eeyou Istchee Baie-James, Nord-du-Québec, Québec, Canada",relation,boundary,administrative,0.6628526421901153,13.082304266882597,49.880180300000006,-74.24247545
Prévost,Prevost,Canada,CA,Quebec,,"Prevost, Quebec, Canada",259181423,7698651,45.8181151,45.903665,-74.1122954,-74.0091262,-74.073601,45.870888,"Prévost, La Rivière-du-Nord, Laurentides, Québec, J0R 1T0, Canada",relation,boundary,administrative,0.5222193488748047,13.94499942279727,45.860890049999995,-74.0607108
Meaford,Meaford,Canada,CA,Ontario,,"Meaford, Ontario, Canada",258996600,7478457,44.4745547,44.8849421,-80.9257278,-80.5020954,-80.5916531,44.6069298,"Meaford, Grey County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6568554060875531,12.788679212701313,44.6797484,-80.7139116
Melfort,Melfort,Canada,CA,Saskatchewan,,"Melfort, Saskatchewan, Canada",259461281,11295774,52.8344523,52.8782259,-104.6402941,-104.5677044,-104.6135544,52.8613707,"Melfort, Saskatchewan, Canada",relation,boundary,administrative,0.7802362775822695,13.984578289792685,52.8563391,-104.60399925
North Dumfries,North Dumfries,Canada,CA,Ontario,,"North Dumfries, Ontario, Canada",258320444,2062155,43.2668244,43.3971747,-80.5059505,-80.1892866,-80.3691519630711,43.32297475,"North Dumfries, Region of Waterloo, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.6457940944999783,13.71761953477774,43.33199955,-80.34761854999999
Pelham,Pelham,Canada,CA,Ontario,,"Pelham, Ontario, Canada",258351930,2388020,42.9656609,43.1086455,-79.3901556,-79.2673864,-79.2838481,43.0445702,"Pelham, Niagara Region, Golden Horseshoe, Ontario, Canada",relation,boundary,administrative,0.6350039459623189,13.883843769000432,43.037153200000006,-79.328771
Ashfield-Colborne-Wawanosh,Ashfield-Colborne-Wawanosh,Canada,CA,Ontario,,"Ashfield-Colborne-Wawanosh, Ontario, Canada",259454789,7486574,43.661808,44.0556177,-81.7496203,-81.4172806,-81.5977006731455,43.8581039,"Ashfield–Colborne–Wawanosh, Huron County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.7488763567136216,13.089796884384265,43.85871285,-81.58345045
Portage La Prairie,Portage La Prairie,Canada,CA,Manitoba,,"Portage La Prairie, Manitoba, Canada",259395268,11090870,49.9349556,49.996962,-98.3387514,-98.245785,-98.289185,49.972422,"Portage la Prairie, Manitoba, Canada",relation,boundary,administrative,0.9605212275404511,13.966451592888957,49.9659588,-98.2922682
Hawkesbury,Hawkesbury,Canada,CA,Ontario,,"Hawkesbury, Ontario, Canada",258987902,7426624,45.5891343,45.6351509,-74.6409994,-74.577875,-74.6055611,45.610281,"Hawkesbury, Prescott and Russell Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7238458648788622,13.986489351652194,45.6121426,-74.6094372
South Dundas,South Dundas,Canada,CA,Ontario,,"South Dundas, Ontario, Canada",258601148,4136818,44.7961918,45.0869622,-75.4859242,-75.0433347,-75.26477130603541,44.94854975,"South Dundas, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7050481715152184,13.10511854817661,44.941577,-75.26462945
Nelson,Nelson,Canada,CA,British Columbia,,"Nelson, British Columbia, Canada",258642479,2221423,49.4424516,49.5176169,-117.5248441,-117.2621152,-117.290039,49.494891,"Nelson, Regional District of Central Kootenay, British Columbia, Canada",relation,boundary,administrative,0.866567106841251,13.868470814920002,49.48003425,-117.39347964999999
North Dundas,North Dundas,Canada,CA,Ontario,,"North Dundas, Ontario, Canada",258603350,4136817,44.9563237,45.2182321,-75.5950794,-75.156635,-75.37001535932451,45.09082255,"North Dundas, Stormont, Dundas and Glengarry Counties, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.7271516336244854,13.202230967128092,45.087277900000004,-75.3758572
Montréal-Ouest,Montreal-Ouest,Canada,CA,Quebec,,"Montreal-Ouest, Quebec, Canada",17369558,1762313020,45.432853,45.472853,-73.6642548,-73.6242548,-73.6442548,45.452853,"Montréal-Ouest, Agglomération de Montréal, Montréal (06), Québec, H4X 1J1, Canada",node,place,village,0.6085240140444952,13.995631671554255,45.452853000000005,-73.6442548
Labrador City,Labrador City,Canada,CA,Newfoundland and Labrador,,"Labrador City, Newfoundland and Labrador, Canada",258697059,2871395,52.9235487,52.9960473,-66.9887071,-66.8870537,-66.9177291,52.9422944,"Labrador City, Labrador, Newfoundland and Labrador, Canada",relation,boundary,administrative,1.0222748605526184,13.955204087194717,52.959798,-66.9378804
Saint-Calixte,Saint-Calixte,Canada,CA,Quebec,,"Saint-Calixte, Quebec, Canada",259242002,7704063,45.8883184,46.0288407,-73.9750086,-73.7599898,-73.849411,45.951627,"Saint-Calixte, Montcalm, Lanaudière, Québec, J0K 1Z0, Canada",relation,boundary,administrative,0.7222193488748048,13.795131316191291,45.95857955,-73.8674992
Pembroke,Pembroke,Canada,CA,Ontario,,"Pembroke, Ontario, Canada",278039,91705556,45.6660909,45.9860909,-77.273541,-76.953541,-77.113541,45.8260909,"Pembroke, Eastern Ontario, Ontario, K8A 4K2, Canada",node,place,city,0.7747378532252787,13.289341935483886,45.8260909,-77.113541
Southgate,Southgate,Canada,CA,Ontario,,"Southgate, Ontario, Canada",258992427,7480380,43.9813752,44.2177294,-80.8137117,-80.3609007,-80.59655909894406,44.09883325,"Southgate, Grey County, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.5882184742933954,13.256943825110811,44.0995523,-80.5873062
Lachute,Lachute,Canada,CA,Quebec,,"Lachute, Quebec, Canada",259207179,7697271,45.5989977,45.7396158,-74.3792716,-74.2039508,-74.3401388,45.6560478,"Lachute, Argenteuil, Laurentides, Québec, Canada",relation,boundary,administrative,0.638002769416701,13.834100982235103,45.669306750000004,-74.2916112
Bayham,Bayham,Canada,CA,Ontario,,"Bayham, Ontario, Canada",258807474,2911992,42.2683112,42.8464765,-80.8653073,-80.7171535,-80.79341740805938,42.560369300000005,"Bayham, Southwestern Ontario, Ontario, Canada",relation,boundary,administrative,0.5308043070254485,13.406654795261504,42.55739385,-80.79123039999999
McNab/Braeside,McNab/Braeside,Canada,CA,Ontario,,"McNab/Braeside, Ontario, Canada",258978833,7352055,45.30998,45.5164237,-76.6423426,-76.3383033,-76.50873172968235,45.41323475,"McNab/Braeside, Renfrew County, Eastern Ontario, Ontario, Canada",relation,boundary,administrative,0.6691829504226079,13.56704414278383,45.41320185,-76.49032295
